Date,Open,High,Low,Close,Adj Close,Volume
12/31/2015,143.309998,144.309998,142.270004,142.440002,134.519104,780100
1/4/2016,141.029999,141.080002,138.449997,140.690002,132.866379,1765900
1/5/2016,141.559998,143.949997,141.240005,143.619995,135.633453,1753500
1/6/2016,142.990005,144.410004,142.009995,143.119995,135.16127,2334900
1/7/2016,149.5,154.309998,147.110001,149.610001,141.290329,4601900
1/8/2016,149.880005,151,146.589996,147,138.8255,1695400
1/11/2016,147.720001,148.600006,144.789993,147.050003,138.872696,1521500
1/12/2016,148.190002,148.199997,144.660004,147.039993,138.863266,1317000
1/13/2016,147.130005,147.229996,143.639999,144.130005,136.115097,1145300
1/14/2016,143.899994,144.539993,141.25,143.25,135.284012,1861000
1/15/2016,141.429993,144.710007,141.199997,142.75,134.811798,2022700
1/19/2016,144.820007,146.199997,143.100006,145.619995,137.522232,2069800
1/20/2016,143.720001,146.649994,142.119995,145.139999,137.068909,2200600
1/21/2016,144.970001,146.210007,142.360001,143.449997,135.4729,1710000
1/22/2016,145.270004,149.229996,145.059998,148.759995,140.487625,2077400
1/25/2016,149.300003,149.5,147.160004,148.25,140.005951,1608700
1/26/2016,148.25,150.970001,147.600006,148.380005,140.128738,1463200
1/27/2016,148.940002,149.630005,144.800003,146.110001,137.985001,1695000
1/28/2016,146.759995,152.460007,146.699997,151.820007,143.377441,2443600
1/29/2016,152.270004,152.929993,151.259995,152.479996,144.000763,2058800
2/1/2016,152.899994,155.679993,152.75,154.360001,145.776169,1553400
2/2/2016,153.589996,154.580002,151.899994,152.509995,144.029114,1253200
2/3/2016,152.529999,153.240005,148.149994,150.399994,142.036392,1831400
2/4/2016,149.5,150.050003,145.440002,146.949997,138.77829,3022600
2/5/2016,147.289993,147.460007,137.820007,137.949997,130.554138,4864800
2/8/2016,135.539993,136.419998,130.229996,134.949997,127.714996,4595500
2/9/2016,134.080002,138.809998,133.419998,136.089996,128.793869,2175700
2/10/2016,137.550003,140.139999,137.100006,138.800003,131.358597,1689300
2/11/2016,137.330002,137.740005,134.399994,135.610001,128.339615,1746400
