Date,Open,High,Low,Close,Adj Close,Volume
7/22/2015,126.730003,127.959999,126.720001,127.470001,109.314354,854400
7/23/2015,127.129997,127.139999,125.519997,125.800003,107.88221,1412600
7/24/2015,125.870003,126.040001,124.269997,124.389999,106.673027,1116100
7/27/2015,123.690002,123.919998,122.800003,123.339996,105.772583,1400700
7/28/2015,123.529999,124.230003,122.900002,123.800003,106.167076,983400
7/29/2015,124.529999,125.629997,124.470001,125.089996,107.273331,1115900
7/30/2015,119.010002,120.5,118.809998,119.900002,102.82254,3943000
7/31/2015,118.019997,119.870003,117.879997,119.550003,102.5224,2065100
8/3/2015,121.779999,122.190002,119.32,120.150002,103.036949,1921100
8/4/2015,120.849998,120.900002,119.440002,119.629997,102.590996,865400
8/5/2015,120.779999,121.809998,120.620003,121.760002,104.417641,807900
8/6/2015,122.839996,122.940002,121.279999,121.889999,104.529106,794500
8/7/2015,120.440002,120.839996,119.75,120.620003,103.439995,742900
8/10/2015,121.620003,122,121.199997,121.949997,104.580551,874600
8/11/2015,121.690002,121.75,120.18,120.949997,103.723,979300
8/12/2015,118.830002,119.43,117.769997,119.239998,102.256538,1576700
8/13/2015,119.120003,119.480003,118.690002,118.959999,102.016434,534900
8/14/2015,117.360001,117.75,116.550003,117.32,100.610023,1407800
8/17/2015,115.050003,116.849998,114.629997,116.760002,100.129791,2478800
8/18/2015,115.279999,117.550003,115.18,116.940002,100.284149,2666900
8/19/2015,115.330002,115.330002,114.129997,114.540001,98.225983,1763700
8/20/2015,113.449997,113.449997,112.110001,112.150002,96.176392,2026100
8/21/2015,111.940002,111.980003,108.919998,108.959999,93.440735,3153900
8/24/2015,104.529999,113.099998,102.580002,107.459999,92.154381,5104200
8/25/2015,109.669998,109.75,106.050003,106.169998,91.048111,2038700
8/26/2015,108.57,108.760002,106.18,108.18,92.771828,2411900
8/27/2015,108.900002,110.419998,107.940002,110.32,94.607025,2172200
8/28/2015,109.150002,109.959999,108.5,109.889999,94.238281,1340500
8/31/2015,108.739998,109.389999,108.18,108.910004,93.397873,1244100
9/1/2015,106.540001,106.959999,105.410004,106.07,90.962357,1636300
9/2/2015,108.010002,108.339996,107.099998,108.260002,92.840439,1119200
9/3/2015,108.440002,109.050003,107.510002,107.839996,92.48027,1015200
9/4/2015,105.599998,106.449997,105.449997,105.900002,90.816589,759100
9/8/2015,107.919998,108.230003,106.870003,107.940002,92.566025,768200
9/9/2015,110.559998,110.68,107.919998,108.059998,92.66893,2646200
9/10/2015,106.690002,109,106.5,108.129997,92.728966,4540200
9/11/2015,106.830002,107.779999,106.389999,107.550003,92.231575,1707000
9/14/2015,107.099998,107.419998,106.260002,106.400002,91.245369,2369800
9/15/2015,106,108.230003,105.550003,108.040001,92.651779,3156100
9/16/2015,114.32,116.879997,112.800003,115.43,98.989212,10876900
9/17/2015,113.629997,116.629997,113.300003,114.809998,98.457504,2509500
9/18/2015,111.720001,116.129997,111.639999,114.330002,98.045883,4562700
9/21/2015,111.230003,111.529999,110.040001,110.459999,94.727097,4296700
9/22/2015,107.449997,107.699997,106.32,107.470001,92.162964,3149600
9/23/2015,108.57,109.110001,107.32,107.82,92.46312,2296600
9/24/2015,106.940002,107.330002,105.5,106.860001,91.639847,2204400
9/25/2015,107.989998,109.660004,107.800003,109.510002,93.912407,2451600
9/28/2015,109.269997,109.269997,105.589996,105.720001,90.662209,3889800
9/29/2015,105.470001,106.220001,103.190002,103.860001,89.067131,3718100
9/30/2015,106.43,106.540001,105.449997,106.32,91.176758,1706600
10/1/2015,106.099998,106.669998,105.339996,106.669998,91.476906,1420100
10/2/2015,106.330002,110.169998,105.989998,110.040001,94.36692,2725000
10/5/2015,110.459999,110.870003,109.900002,110.739998,94.967224,1074600
10/6/2015,109.650002,110.800003,109.199997,109.599998,93.989586,1240100
10/7/2015,111.769997,112.209999,110.330002,110.959999,95.155884,1984200
10/8/2015,109.489998,110.900002,109.470001,110.690002,94.924332,1267500
10/9/2015,111.419998,112.080002,111.190002,111.879997,95.944839,1615600
